SubjectId,Label
1257,2
1258,0
1259,1
1260,2
1261,0
1262,1
1263,2
1264,0
1265,0
1266,0
1267,0
1268,2
1269,0
1270,3
1271,0
1272,0
1273,0
1274,2
1275,0
1276,1
1277,0
1278,1
1279,0
1280,1
1281,0
1282,2
1283,1
1284,1
1285,3
1286,0
1287,0
1288,3
1289,0
1290,3
1291,0
1292,2
1293,0
1294,0
1295,2
1296,2
1297,2
1298,0
1299,2
1300,3
1301,3
1302,2
1303,2
1304,0
1305,1
1306,0
1307,1
1308,0
1309,3
1310,0
1311,0
1312,0
1313,2
1314,2
1315,0
1316,0
1317,2
1318,2
1319,0
1320,0
1321,0
1322,0
1323,0
1324,3
1325,2
1326,3
1327,0
1328,3
1329,0
1330,3
1331,2
1332,2
1333,0
1334,3
1335,2
1336,0
1337,2
1338,2
1339,1
1340,1
1341,0
1342,0
1343,0
1344,1
1345,2
1346,2
1347,1
1348,2
1349,2
1350,0
1351,3
1352,0
1353,2
1354,0
1355,2
1356,2
1357,2
1358,3
1359,3
1360,0
1361,0
1362,0
1363,2
1364,2
1365,3
1366,1
1367,0
1368,2
1369,3
1370,0
1371,3
1372,0
1373,2
1374,0
1375,0
1376,0
1377,0
1378,0
1379,3
1380,3
1381,0
1382,1
1383,3
1384,2
1385,1
1386,0
1387,2
1388,0
1389,2
1390,2
1391,0
1392,0
1393,2
1394,1
1395,1
1396,1
1397,0
1398,2
1399,0
1400,0
1401,0
1402,0
1403,3
1404,1
1405,0
1406,2
1407,0
1408,0
1409,2
1410,0
1411,1
1412,0
1413,1
1414,1
1415,0
1416,1
1417,0
1418,3
1419,0
1420,1
1421,3
1422,2
1423,3
1424,1
1425,3
1426,0
1427,2
1428,0
1429,1
1430,3
1431,1
1432,3
1433,2
1434,3
1435,3
1436,3
1437,3
1438,0
1439,2
1440,0
1441,2
1442,0
1443,2
1444,1
1445,3
1446,0
1447,2
1448,2
1449,0
1450,2
1451,3
1452,0
1453,3
1454,3
1455,0
1456,2
1457,2
1458,3
1459,2
1460,0
1461,0
1462,2
1463,3
1464,3
1465,0
1466,0
1467,0
1468,3
1469,0
1470,2
1471,1
1472,0
1473,2
1474,3
1475,0
1476,1
1477,3
1478,0
1479,0
1480,3
1481,0
1482,2
1483,2
1484,0
1485,0
1486,3
1487,1
1488,0
1489,3
1490,2
1491,1
1492,3
1493,0
1494,2
1495,1
1496,1
1497,0
1498,0
1499,3
1500,1
1501,2
1502,1
1503,0
1504,0
1505,1
1506,0
1507,3
1508,2
1509,2
1510,0
1511,0
1512,0
1513,0
1514,0
1515,1
1516,2
1517,3
1518,0
1519,0
1520,1
1521,2
1522,0
1523,3
1524,2
1525,0
1526,1
1527,2
1528,3
1529,3
1530,2
1531,3
1532,3
1533,3
1534,3
1535,3
1536,2
1537,3
1538,3
1539,3
1540,0
1541,3
1542,2
1543,0
1544,2
1545,0
1546,0
1547,0
1548,0
1549,0
1550,3
1551,0
1552,2
1553,0
1554,0
1555,1
1556,0
1557,2
1558,0
1559,0
1560,0
1561,2
1562,2
1563,2
1564,3
1565,2
1566,3
1567,1
1568,2
1569,3
1570,2
1571,2
1572,2
1573,1
1574,0
1575,0
1576,1
1577,0
1578,0
1579,3
1580,0
1581,0
1582,0
1583,3
1584,0
1585,0
1586,0
1587,0
1588,3
1589,2
1590,0
1591,0
1592,0
1593,2
1594,2
1595,0
1596,2
1597,0
1598,0
1599,0
1600,0
1601,0
1602,2
1603,3
1604,0
1605,0
1606,3
1607,2
1608,0
1609,2
1610,0
1611,0
1612,3
1613,0
1614,1
1615,3
1616,0
1617,2
1618,2
1619,0
1620,2
1621,2
1622,2
1623,0
1624,1
1625,2
1626,3
1627,0
1628,2
1629,3
1630,2
1631,0
1632,2
1633,0
1634,3
1635,3
1636,0
1637,1
1638,3
1639,0
1640,1
1641,2
1642,3
1643,0
1644,1
1645,3
1646,0
1647,1
1648,2
1649,0
1650,3
1651,0
1652,3
1653,0
1654,3
1655,0
1656,2
1657,3
1658,1
1659,3
1660,3
1661,0
1662,0
1663,0
1664,1
1665,0
1666,0
1667,0
1668,1
1669,0
1670,3
1671,2
1672,0
1673,2
1674,2
1675,2
1676,0
1677,2
1678,0
1679,0
1680,0
1681,3
1682,0
1683,2
1684,2
1685,1
1686,1
1687,2
1688,0
1689,2
1690,1
1691,1
1692,0
1693,2
1694,2
1695,0
1696,1
1697,2
1698,0
1699,0
1700,0
1701,0
1702,3
1703,3
1704,0
1705,1
1706,0
1707,3
1708,0
1709,1
1710,1
1711,0
1712,0
1713,3
1714,0
1715,0
1716,3
1717,0
1718,1
1719,0
1720,2
1721,0
1722,0
1723,0
1724,0
1725,0
1726,2
1727,0
1728,0
1729,3
1730,0
1731,2
1732,3
1733,2
1734,0
1735,1
1736,0
1737,2
1738,2
1739,0
1740,0
1741,0
1742,1
1743,2
1744,2
1745,0
1746,2
1747,0
1748,0
1749,2
1750,0
1751,0
1752,0
1753,1
1754,2
1755,0
1756,2
1757,3
1758,0
1759,1
1760,3
1761,0
1762,2
1763,3
1764,2
1765,2
1766,3
1767,0
1768,2
1769,2
1770,2
1771,2
1772,3
1773,3
1774,3
1775,0
1776,3
1777,3
1778,0
1779,0
1780,2
1781,0
1782,2
1783,2
1784,3
1785,0
1786,2
1787,0
1788,0
1789,0
1790,0
1791,3
1792,2
1793,3
1794,1
1795,1
1796,3
1797,0
1798,0
1799,2
1800,1
1801,2
1802,1
1803,0
1804,0
1805,2
1806,2
1807,3
1808,2
1809,1
1810,0
1811,2
1812,2
1813,0
1814,0
1815,3
1816,2
1817,3
1818,0
1819,3
1820,0
1821,0
1822,3
1823,3
1824,2
1825,0
1826,3
1827,2
1828,0
1829,0
1830,3
1831,2
1832,0
1833,2
1834,3
1835,1
1836,1
1837,0
1838,0
1839,1
1840,3
1841,2
1842,3
1843,0
1844,2
1845,0
1846,0
1847,2
1848,0
1849,2
1850,0
1851,3
1852,2
1853,3
1854,0
1855,0
1856,3
1857,2
1858,1
1859,0
1860,0
1861,0
1862,3
1863,0
1864,3
1865,3
1866,2
1867,0
1868,2
1869,0
1870,3
1871,0
1872,2
1873,3
1874,3
1875,0
1876,2
1877,0
1878,0
1879,3
1880,1
1881,0
1882,0
1883,0
1884,2
1885,0
1886,0
1887,2
1888,2
1889,3
1890,0
1891,0
1892,2
1893,3
1894,0
1895,0
1896,2
1897,3
1898,0
1899,0
1900,0
1901,0
1902,2
1903,2
1904,2
1905,0
1906,0
1907,0
1908,3
1909,1
1910,2
1911,3
1912,0
1913,0
1914,0
1915,3
1916,3
1917,2
1918,0
1919,3
1920,0
1921,3
1922,0
1923,3
1924,0
1925,0
1926,0
1927,1
1928,0
1929,0
1930,0
1931,3
1932,1
1933,2
1934,0
1935,1
1936,2
1937,3
1938,0
1939,0
1940,3
1941,2
1942,2
1943,0
1944,3
1945,0
1946,2
1947,2
1948,0
1949,1
1950,0
1951,0
1952,0
1953,2
1954,0
1955,0
1956,2
1957,0
1958,0
1959,2
1960,1
1961,0
1962,1
1963,2
1964,0
1965,3
1966,1
1967,0
1968,0
1969,3
1970,1
1971,1
1972,2
1973,1
1974,0
1975,0
1976,3
1977,3
1978,1
1979,2
1980,2
1981,0
1982,0
1983,2
1984,1
1985,3
1986,0
1987,0
1988,2
1989,2
1990,2
1991,0
1992,2
1993,0
1994,2
1995,2
1996,3
1997,0
1998,3
1999,3
2000,2
2001,3
2002,2
2003,1
2004,0
2005,0
2006,3
2007,2
2008,0
2009,0
2010,2
2011,3
2012,0
2013,3
2014,1
2015,2
2016,2
2017,2
2018,1
2019,3
2020,1
2021,3
2022,0
2023,2
2024,3
2025,0
2026,2
2027,1
2028,3
2029,0
2030,3
2031,0
2032,2
2033,3
2034,3
2035,0
2036,1
2037,2
2038,0
2039,0
2040,0
2041,3
2042,1
2043,2
2044,3
2045,0
2046,1
2047,2
2048,2
2049,0
2050,1
2051,2
2052,3
2053,2
2054,2
2055,3
2056,0
2057,2
2058,0
2059,0
2060,0
2061,0
2062,0
2063,2
2064,3
2065,0
2066,0
2067,0
2068,3
2069,3
2070,2
2071,0
2072,0
2073,0
2074,3
2075,2
2076,0
2077,3
2078,3
2079,1
2080,3
2081,0
2082,0
2083,3
2084,2
2085,0
2086,2
2087,1
2088,0
2089,2
2090,1
2091,2
2092,2
2093,3
2094,0
2095,2
2096,2
2097,2
2098,2
2099,0
2100,0
2101,1
2102,1
2103,2
2104,2
2105,0
2106,0
2107,2
2108,3
2109,0
2110,0
2111,3
2112,0
2113,1
2114,0
2115,1
2116,3
2117,2
2118,1
2119,0
2120,2
2121,2
2122,1
2123,3
2124,1
2125,0
2126,0
2127,3
2128,2
2129,0
2130,0
2131,0
2132,2
2133,0
2134,3
2135,3
2136,3
2137,1
2138,2
2139,0
2140,3
2141,2
2142,2
2143,0
2144,0
2145,0
2146,0
2147,2
2148,0
2149,1
2150,2
2151,3
2152,0
2153,0
2154,2
2155,0
2156,2
2157,0
2158,0
2159,0
2160,3
2161,0
2162,3
2163,0
2164,3
2165,2
2166,0
2167,0
2168,0
2169,0
2170,0
2171,2
2172,0
2173,1
2174,1
2175,3
2176,2
2177,0
2178,1
2179,3
2180,0
2181,1
2182,2
2183,2
2184,0
2185,3
2186,2
2187,2
2188,0
2189,0
2190,0
2191,0
2192,1
2193,0
2194,0
2195,1
2196,3
2197,1
2198,2
2199,2
2200,2
2201,0
2202,0
2203,2
2204,3
2205,0
2206,0
2207,3
2208,2
2209,3
2210,2
2211,0
2212,0
2213,0
2214,0
2215,0
2216,1
2217,2
2218,2
2219,0
2220,2
2221,0
2222,2
2223,2
2224,2
2225,0
2226,0
2227,3
2228,3
2229,2
2230,2
2231,2
2232,0
2233,2
2234,2
2235,2
2236,1
2237,3
2238,2
2239,0
2240,2
2241,3
2242,1
2243,1
2244,0
2245,0
2246,0
2247,0
2248,3
2249,3
2250,1
2251,2
2252,2
2253,2
2254,1
2255,2
2256,0
2257,0
2258,2
2259,3
2260,0
2261,3
2262,0
2263,0
2264,0
2265,0
2266,3
2267,0
2268,0
2269,0
2270,2
2271,3
2272,0
2273,0
2274,0
2275,0
2276,2
2277,0
2278,2
2279,0
2280,2
2281,0
2282,1
2283,0
2284,3
2285,0
2286,2
2287,3
2288,2
2289,0
2290,0
2291,1
2292,1
2293,0
2294,2
2295,1
2296,3
2297,0
2298,0
2299,0
2300,2
2301,0
2302,3
2303,1
2304,1
2305,0
2306,3
2307,2
2308,3
2309,2
2310,0
2311,2
2312,1
2313,0
2314,3
2315,2
2316,2
2317,2
2318,1
2319,2
2320,3
2321,0
2322,3
2323,3
2324,2
2325,0
2326,1
2327,0
2328,2
2329,3
2330,2
2331,2
2332,2
2333,0
2334,1
2335,3
2336,0
2337,3
2338,3
2339,0
2340,0
2341,0
2342,0
2343,3
2344,0
2345,0
2346,0
2347,0
2348,2
2349,2
2350,0
2351,0
2352,3
2353,1
2354,0
2355,0
2356,2
2357,2
2358,2
2359,3
2360,3
2361,2
2362,0
2363,3
2364,3
2365,2
2366,3
2367,2
2368,3
2369,2
2370,0
2371,0
2372,2
2373,0
2374,2
2375,2
2376,3
2377,3
2378,1
2379,0
2380,0
2381,2
2382,1
2383,0
2384,0
2385,1
2386,2
2387,0
2388,0
2389,2
2390,3
2391,2
2392,0
2393,3
2394,0
2395,0
2396,0
2397,3
2398,2
2399,0
2400,1
2401,2
2402,1
2403,0
2404,1
2405,3
2406,1
2407,0
2408,2
2409,0
2410,0
2411,2
2412,0
2413,0
2414,3
2415,3
2416,3
2417,2
2418,1
2419,0
2420,2
2421,2
2422,0
2423,2
2424,0
2425,2
2426,2
2427,0
2428,3
2429,0
2430,0
2431,3
2432,0
2433,0
2434,0
2435,2
2436,0
2437,3
2438,2
2439,3
2440,3
2441,2
2442,2
2443,3
2444,2
2445,3
2446,2
2447,2
2448,2
2449,0
2450,0
2451,0
2452,0
2453,1
2454,3
2455,0
2456,0
2457,0
2458,2
2459,0
2460,0
2461,2
2462,3
2463,2
2464,2
2465,3
2466,3
2467,0
2468,0
2469,2
2470,1
2471,3
2472,1
2473,0
2474,2
2475,2
2476,0
2477,1
2478,1
2479,0
2480,1
2481,2
2482,1
2483,3
2484,1
2485,0
2486,2
2487,3
2488,2
2489,2
2490,2
2491,0
2492,0
2493,1
2494,2
2495,3
2496,1
2497,0
2498,2
2499,0
2500,0
2501,2
2502,3
2503,3
2504,3
2505,0
2506,2
2507,0
2508,2
2509,1
2510,1
2511,0
2512,0
2513,2
2514,3
2515,1
2516,3
2517,3
2518,1
2519,1
2520,0
2521,0
2522,3
2523,2
2524,1
2525,3
2526,0
2527,2
2528,0
2529,2
2530,2
2531,2
2532,3
2533,3
2534,2
2535,2
2536,0
2537,2
2538,2
2539,0
2540,2
2541,3
2542,2
2543,1
2544,0
2545,0
2546,0
2547,2
2548,3
2549,2
2550,0
2551,2
2552,3
2553,2
2554,0
2555,2
2556,0
2557,0
2558,2
2559,3
2560,0
2561,0
2562,0
2563,2
2564,1
2565,1
2566,1
2567,0
2568,3
2569,0
2570,0
2571,3
2572,1
2573,0
2574,2
2575,0
2576,3
2577,0
2578,2
2579,2
2580,2
2581,2
2582,0
2583,3
2584,0
2585,2
2586,2
2587,0
2588,2
2589,1
2590,2
2591,2
2592,3
2593,0
2594,2
2595,1
2596,1
2597,2
2598,0
2599,2
2600,3
2601,0
2602,0
2603,2
2604,0
2605,0
2606,0
2607,0
2608,0
2609,0
2610,0
2611,2
2612,0
2613,0
2614,0
2615,0
2616,0
2617,2
2618,0
2619,0
2620,1
2621,1
2622,0
2623,2
2624,2
2625,2
2626,0
2627,2
2628,0
2629,2
2630,2
2631,2
2632,2
2633,0
2634,0
2635,2
2636,3
2637,2
2638,1
2639,0
2640,2
2641,0
2642,3
2643,1
2644,2
2645,0
2646,1
2647,0
2648,2
2649,3
2650,0
2651,0
2652,1
2653,0
2654,1
2655,2
2656,0
2657,0
2658,1
2659,0
2660,0
2661,3
2662,3
2663,1
2664,2
2665,0
2666,2
2667,2
2668,0
2669,2
2670,0
2671,3
2672,3
2673,0
2674,1
2675,3
2676,1
2677,0
2678,0
2679,2
2680,0
2681,0
2682,2
2683,3
2684,2
2685,0
2686,1
2687,2
2688,0
2689,1
2690,2
2691,0
2692,0
2693,1
2694,2
2695,2
2696,2
2697,0
2698,3
2699,0
2700,3
2701,2
2702,0
2703,0
2704,2
2705,0
2706,2
2707,0
2708,0
2709,3
2710,3
2711,2
2712,1
2713,0
2714,0
2715,0
2716,2
2717,2
2718,3
2719,0
2720,2
2721,3
2722,2
2723,0
2724,0
2725,3
2726,0
2727,0
2728,0
2729,1
2730,2
2731,3
2732,2
2733,0
2734,0
2735,2
2736,2
2737,2
2738,1
2739,2
2740,0
2741,2
2742,2
2743,0
2744,0
2745,0
2746,0
2747,0
2748,0
2749,0
2750,0
2751,0
2752,0
2753,0
2754,2
2755,1
2756,2
2757,2
2758,3
2759,2
2760,0
2761,2
2762,0
2763,1
2764,0
2765,2
2766,3
2767,3
2768,0
2769,1
2770,2
2771,0
2772,2
2773,3
2774,1
2775,2
2776,2
2777,0
2778,0
2779,0
2780,0
2781,2
2782,1
2783,0
2784,0
2785,0
2786,1
2787,2
2788,0
2789,2
2790,0
2791,1
2792,3
2793,3
2794,0
2795,2
2796,2
2797,1
2798,0
2799,2
2800,2
2801,3
2802,2
2803,2
2804,1
2805,1
2806,3
2807,3
2808,0
2809,0
2810,2
2811,0
2812,0
2813,3
2814,0
2815,3
2816,0
2817,1
2818,2
2819,0
2820,2
2821,3
2822,0
2823,0
2824,2
2825,2
2826,2
2827,0
2828,3
2829,2
2830,0
2831,2
2832,2
2833,2
2834,2
2835,2
2836,0
2837,0
2838,2
2839,1
2840,1
2841,2
2842,0
2843,2
2844,0
2845,0
2846,0
2847,0
2848,0
2849,2
2850,1
2851,0
2852,0
2853,2
2854,0
2855,0
2856,2
2857,0
2858,2
2859,0
2860,2
2861,0
2862,1
2863,2
2864,1
2865,3
2866,1
2867,0
2868,0
2869,2
2870,3
2871,1
2872,3
2873,0
2874,0
2875,2
2876,3
2877,2
2878,3
2879,2
2880,1
2881,2
2882,0
2883,2
2884,0
2885,3
2886,0
2887,0
2888,1
2889,0
2890,0
2891,2
2892,0
2893,0
2894,1
2895,3
2896,2
2897,0
2898,1
2899,3
2900,3
2901,1
2902,1
2903,2
2904,2
2905,0
2906,1
2907,0
2908,0
2909,0
2910,2
2911,2
2912,0
2913,2
2914,2
2915,1
2916,2
2917,0
2918,0
2919,0
2920,3
2921,2
2922,0
2923,3
2924,0
2925,0
2926,0
2927,0
2928,3
2929,0
2930,1
2931,2
2932,2
2933,0
2934,0
2935,1
2936,3
2937,2
2938,0
2939,2
2940,0
2941,0
2942,1
2943,0
2944,2
2945,2
2946,2
2947,2
2948,0
2949,2
2950,2
2951,2
2952,0
2953,0
2954,0
2955,2
2956,0
2957,3
2958,1
2959,0
2960,0
2961,0
2962,2
2963,2
2964,3
2965,0
2966,0
2967,2
2968,3
2969,2
2970,3
2971,0
2972,2
2973,0
2974,2
2975,3
2976,2
2977,0
2978,0
2979,0
2980,2
2981,2
2982,2
2983,0
2984,3
2985,0
2986,2
2987,1
2988,0
2989,1
2990,2
2991,1
2992,0
2993,3
2994,0
2995,0
